name,stock,deal,free,mrp,rate,company,batch,exp,supplier
MACMIKA 100 VAIL,30,10,10,23.5,17.9,MACLEODS (PHARMA) DIVISION,19VA81,01-06-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACMIKA 250 VAIL,50,10,5,38,28.95,MACLEODS (PHARMA) DIVISION,19VB33,01-09-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACMIKA 500 VAIL,120,10,15,93,70.86,MACLEODS (PHARMA) DIVISION,19VB19,01-08-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPOD 100 ORAL SUSP,30,0,0,143,102.14,MACLEODS (PHARMA) DIVISION,LMI924A,30-09-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPOD 100DT TABS,25,0,0,118,84.29,MACLEODS (PHARMA) DIVISION,LMB923A,01-09-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPOD 200MG TABS,46,9,1,140,100,MACLEODS (PHARMA) DIVISION,LMC924A,01-08-2021,
MACPOD 50 DRYSYRUP,29,10,1,78,55.71,MACLEODS (PHARMA) DIVISION,LMH937A,01-10-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPOD 50DT TABS,30,0,0,59,42.14,MACLEODS (PHARMA) DIVISION,LMA903B,30-06-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPOD DROPS,14,0,0,69,49.29,MACLEODS (PHARMA) DIVISION,LMK917B,01-04-2021,
MACPOD-CV 200MG TABS,4,0,0,295,210.71,MACLEODS (PHARMA) DIVISION,LMF929A,01-06-2021,
MACPOD-CV 200MG TABS,20,0,0,295,210.71,MACLEODS (PHARMA) DIVISION,LMF941A,01-08-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPOD-O TAB,10,0,0,190,135.71,MACLEODS (PHARMA) DIVISION,LMG919A,01-10-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPROX DP 250 TABS,34,0,0,56.5,40.36,MACLEODS (PROCARE) CV,PHUAU22,30-11-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPROX DP 500 TABS,40,0,0,73,52.14,MACLEODS (PROCARE) CV,PHUAV20,31-08-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACTOTAL CAPS,2,0,0,165,111.86,MACLEODS (PHARMA) DIVISION,X19J004,01-03-2021,
MACTOTAL CAPS,10,0,0,165,111.86,MACLEODS (PHARMA) DIVISION,X19L006,31-05-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACZONE 1GM VIAL,9,10,6,56.46,40.33,MACLEODS (PHARMA) DIVISION,B04926,01-08-2021,
MACZONE 250MG VIAL,25,10,6,27.04,19.31,MACLEODS (PHARMA) DIVISION,LAF929A,01-08-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACZONE 500MG VIAL,125,10,6,49.4,35.29,MACLEODS (PHARMA) DIVISION,LAG930A,01-08-2021,
MACZONE XP 250MG VIAL,97,10,8,62.5,44.64,MACLEODS (PHARMA) DIVISION,LAM911A,01-08-2021,
MACZONE XP 500MG VIAL,115,10,8,108,77.14,MACLEODS (PHARMA) DIVISION,LAN909B,01-08-2021,
MACZONE-XP 1GM VIAL,15,10,8,163.9,117.07,MACLEODS (PHARMA) DIVISION,LAO917A,01-08-2021,
MACZONE-XP 1GM VIAL,40,10,8,163.9,117.07,MACLEODS (PHARMA) DIVISION,LAO920A,01-08-2021,
MAGADOL TAB,96,9,1,54.9,39.22,ALEMBIC CHEMICALS (MEGACARE),1908001541,01-11-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
MAHACEF 100MG DRY SYRUP,30,11,1,70.37,50.26,MANKIND(DISCOVERY),A3FHS041,01-09-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF CV-100MG TABS,36,0,0,82.5,58.93,MANKIND(DISCOVERY),A4AES004,01-04-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF CV-200MG TABS,21,0,0,135,96.43,MANKIND(DISCOVERY),A6AES024,01-05-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF DROPS,27,11,1,55,39.29,MANKIND(DISCOVERY),A3BTS012,01-01-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF DRY SYRUP,11,11,1,46.09,32.92,MANKIND(DISCOVERY),B7AKS041,31-03-2021,
MAHACEF PLUS 100MG TABS,29,0,0,93.17,66.55,MANKIND PHARMA LTD.,C3AKS011,01-11-2021,MANKIND PHARMA LTD HYDERABAD
MAHACEF PLUS TABS,120,11,1,135,96.43,MANKIND PHARMA LTD.,B8AKS076,01-10-2021,MANKIND PHARMA LTD HYDERABAD
MAHACEF PLUS TABS,1,11,1,135,96.43,MANKIND PHARMA LTD.,B8AKS070,01-10-2021,MANKIND PHARMA LTD HYDERABAD
MAHACEF-100MG TABS,9,11,1,66,47.15,MANKIND(DISCOVERY),B9AKS011,01-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF-100MG TABS,42,11,1,66,47.14,MANKIND(DISCOVERY),B9AKS012,30-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF-100MG TABS,-6,11,1,66,47.14,MANKIND(DISCOVERY),B9AKS013,30-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF-200MG TABS,257,11,1,81.8,58.43,MANKIND(DISCOVERY),C0AKS092,01-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF-50MG TABS,36,11,1,46.2,33,MANKIND(DISCOVERY),C2AKS003,30-09-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF-OZ TAB,19,9,1,89,63.57,MANKIND(DISCOVERY),G2IAS006,01-06-2022,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACEF-SB INJ,108,10,10,183.59,131.14,MANKIND(DISCOVERY),C7AAS029,01-07-2021,
MAHACEF-XL 200MG TABS,36,11,1,155,110.71,MANKIND(DISCOVERY),A3DRS024,01-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHACORT-DZ 6 TABS,57,0,0,79.02,56.44,MANKIND(DISCOVERY),E2AGS015,01-10-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHAFLOX 400MG TABS,10,0,0,96.14,68.67,MANKIND(DISCOVERY),C5ABS010,01-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHAFLOX 400MG TABS,24,0,0,96.14,68.67,MANKIND(DISCOVERY),C5ABT001,01-12-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MAHAGABA M-75 CAPS,10,0,0,98.45,70.32,MANKIND PHARMA LTD.,S0ABS010,01-04-2021,
MANFORCE-100MG TABS,54,1,4,232,165.71,MANKIND(SPECIAL),B4IAS190,01-08-2021,MANKIND PHARMA (SPECIAL)      HYDERABAD
MANFORCE-50MG TABS,86,1,4,270,192.86,MANKIND(SPECIAL),B3IAS065,01-09-2021,MANKIND PHARMA (SPECIAL)      HYDERABAD
MANKINDS HEALTH OK DROPS,30,11,1,50,33.9,MANKIND(DISCOVERY),E0FNS021,01-05-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MANKINDS HEALTH OK SACHET,6,0,0,30,20.34,MANKIND(DISCOVERY),1AAIS069,01-12-2020,
MANKINDS HEALTH OK SYRUP,31,11,1,120,81.36,MANKIND(DISCOVERY),3FAIS054,01-04-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MANKINDS HEALTH OK SYRUP,1,11,1,120,81.36,MANKIND(DISCOVERY),3FAIS060,01-05-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MANKINDS HEALTH OK TAB,24,11,1,150,101.7,MANKIND(DISCOVERY),7AAIS095,01-02-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MANKINDS PLACIDA PLUS TABS,3,11,1,105,75,MANKIND(DISCOVERY),A9HPS009,01-02-2021,
MANKINDS PLACIDA PLUS TABS,24,11,1,115.5,82.5,MANKIND(DISCOVERY),A9HPS015,01-10-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
MATCH_PLUS4X TAB,14,5,1,152.27,108.76,MANKIND(LIFESTAR),A1CXS012,01-10-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
MAXICAL 500MG TABS,120,10,10,78.65,56.18,MANKIND(LIFESTAR),B9BES167,01-11-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
MAXIFLO 100 ROTACAPS,6,0,0,201.85,144.18,CIPLA(RESP AR),BA93721,01-05-2021,CIPLA LIMITED  HYDERABAD
MAXIFLO 125 INH,9,0,0,478.82,342.01,CIPLA(RESP AR),SA94356,01-07-2021,
MAXIFLO 250 INH,1,0,0,647.95,462.82,CIPLA(RESP AR),SA94881,31-10-2021,CIPLA LIMITED  HYDERABAD
MAXIFLO 250 INH,10,0,0,647.95,462.82,CIPLA(RESP AR),SA94893,31-10-2021,CIPLA LIMITED  HYDERABAD
MAXIFLO FORTE ROTACAPS,12,0,0,453.14,323.67,CIPLA(RESP AR),BA93751,31-05-2021,CIPLA LIMITED  HYDERABAD
MAXOTAZ-4.5MG,39,10,2,232.88,166.34,MACLEODS(TB CARE),LTC985A,01-01-2022,
MAXTRA DROPS**,1,9,1,69,49.29,GENARAL COMPANY,Z06AJ20007,01-01-2022,PRADEEP MEDICAL AGENCIES      HANAMKONDA
MAXTRA DROPS**,-1,9,1,69,49.29,GENARAL COMPANY,Z06AJ20022,01-05-2022,PRADEEP MEDICAL AGENCIES      HANAMKONDA
MECOBAL-3 INJ,37,0,0,126,80.64,VETINDIA,MB1903,01-01-2021,
MECOBAL-3 INJ,15,0,0,57,38.3,VETINDIA,MB1904,01-01-2021,
MEDROL 16MG TABS,24,0,0,134.45,103.48,PFIZER  (RESPI),DA3714,01-08-2024,PFIZER LIMITED HYDERABAD
MEDROL 4MG TABS,14,0,0,52.59,37.56,PFIZER  (RESPI),CY9788,01-04-2024,PFIZER LIMITED HYDERABAD
MEFKIND DS SYRUP,12,5,1,38,27.14,MANKIND(LIFESTAR),S8ABS057,01-11-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
MEFKIND FORTE SUSP,56,5,1,41.8,29.86,MANKIND(LIFESTAR),C2ABS027,01-09-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
MEFKIND FORTE TAB,24,11,1,36,25.71,MANKIND(LIFESTAR),C7ABS021,01-08-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
MEFKIND-P SUSP,1,11,1,33.23,23.74,MANKIND(LIFESTAR),B1AJS014,01-08-2021,
MEFKIND-P SUSP,36,11,1,33.23,23.74,MANKIND(LIFESTAR),B1AJT003,01-12-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
MEFOMIN GZ 80 TABS,24,0,0,96,68.57,MACLEODS (PROCARE) HD,HMU911A,31-10-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MEFTAGESIC DS SUSP,116,9,1,55,39.29,BLUECROSS-LABS(GOLDCROSS) LTD,ZQL2014,01-12-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAGESIC DS SUSP,4,9,1,54.5,38.93,BLUECROSS-LABS(GOLDCROSS) LTD,ZQL19174,01-10-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
MEFTAGESIC DS SUSP,-1,9,1,55,39.29,BLUECROSS-LABS(GOLDCROSS) LTD,ZQL2046,01-04-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAGESIC DS SUSP,1,9,1,55,39.29,BLUECROSS-LABS(GOLDCROSS) LTD,ZQL2058,01-04-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAGESIC P SUSP,66,9,1,41.5,29.64,BLUECROSS-LABS(GOLDCROSS) LTD,ZCE1972,01-11-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAGESIC TABS,10,9,1,38,27.14,BLUECROSS-LABS(GOLDCROSS) LTD,ZQB1936,01-10-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAGESIC TABS,40,9,1,38,27.14,BLUECROSS-LABS(GOLDCROSS) LTD,ZQB1940,01-10-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL 250MG TAB,34,0,0,20.5,14.64,BLUE-CROSS LABS,HMU1930,01-10-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL 500MG TAB,51,0,0,26,18.57,BLUE-CROSS LABS,HK1950,01-10-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL FORTE TAB,4,9,1,38,27.14,BLUE-CROSS LABS,ZGT19164,01-11-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL SPAS AMP,100,4,1,5.65,4.04,BLUE-CROSS LABS,ZNV1916,01-11-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL SPAS DROPS,60,0,0,40,28.57,BLUE-CROSS LABS,ZNM2001,01-12-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL SPAS SYR,27,9,1,70,50,BLUE-CROSS LABS,FZ1988,01-09-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL SPAS SYR,1,9,1,70,50,BLUE-CROSS LABS,FZ1998,01-10-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL SPAS TAB,21,19,1,42,30,BLUE-CROSS LABS,YMS19282,01-11-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEFTAL-P SYR,94,19,1,33,23.57,BLUE-CROSS LABS,PZ19301,01-11-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEGA CV DROPS 1.7GM,4,0,0,58,41.43,ARISTO (MAIN FORCE-2),BD191210A,01-05-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA CV DROPS 1.7GM,-144,5,1,58,41.43,ARISTO (MAIN FORCE-2),BD200202,01-07-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA CV DROPS 1.7GM,-30,5,1,58,41.43,ARISTO (MAIN FORCE-2),BD200202,01-07-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA CV DROPS 1.7GM,144,5,1,58,41.43,ARISTO (MAIN FORCE-2),BD200202B,01-07-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA CV DROPS 1.7GM,30,5,1,58,41.43,ARISTO (MAIN FORCE-2),BD200202B,01-07-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA CV INJ 150MG,40,10,4,61,43.57,ARISTO (MAIN FORCE-2),G76807A,01-11-2020,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA CV INJ 300MG,60,10,4,95,67.86,ARISTO (MAIN FORCE-2),G34914,01-11-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA-CV 375 TABS,33,10,1,96.78,69.13,ARISTO (MAIN FORCE-2),MPA200202,01-06-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA-CV 625 TABS,3,5,1,156.37,111.7,ARISTO (MAIN FORCE-2),M634M269,01-05-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
MEGA-CV 625 TABS,60,5,1,156.37,111.7,ARISTO (MAIN FORCE-2),MPA200350,01-06-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA-CV DRY SYRUP,63,5,1,59.47,42.48,ARISTO (MAIN FORCE-2),M636M119,01-05-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
MEGA-CV DRY SYRUP,144,5,1,59.47,42.48,ARISTO (MAIN FORCE-2),MPB200803,01-07-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGA-CV FORTE DRY SYRUP,30,10,1,110,78.57,ARISTO (MAIN FORCE-2),MPB200606,01-07-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGAHEAL GEL,1,0,0,239,170.71,ARISTO PHARMA,VAA1945,01-04-2021,
MEGAHEAL GEL,7,0,0,89,63.57,ARISTO PHARMA,VAB19140,01-10-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGAHEAL GEL,10,0,0,249,177.86,ARISTO PHARMA,VAA1968,01-09-2021,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD
MEGALIS 10MG TAB,15,1,2,156,111.43,MACLEODS (PHARMA) DIVISION,ATA001A,01-12-2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MEGALIS 20MG TAB,45,1,2,324,231.43,MACLEODS (PHARMA) DIVISION,ATB2003A,01-12-2022,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MEGAPEN 1GM VIAL,200,9,1,30.65,22.99,ARISTO PHARMA,D08J209,01-08-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGAPEN 250MG VIAL,200,9,1,22.4,16,ARISTO PHARMA,D10K029,01-09-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGAPEN 500MG CAP,37,19,1,49.1,35.07,ARISTO PHARMA,N673K079,01-09-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGAPEN 500MG VIAL,10,9,1,25.7,18.36,ARISTO PHARMA,D09M049,01-11-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGAPEN KID TAB,40,0,0,18.7,13.36,ARISTO PHARMA,M37J259,01-08-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MEGO AMP,100,4,1,18,12.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZQY1908,01-04-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEGO AMP,300,4,1,18,12.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZQY1908,01-04-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEGO-XL CAP,17,0,0,88,62.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZMJ1905,01-04-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEGO-XL CAP,50,0,0,88,62.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZMJ1905,01-04-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MEGO-XL+ AMP,425,10,4,26,18.57,BLUECROSS-LABS(GOLDCROSS) LTD,ZZA1919,01-05-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
MELABEST CREAM,54,5,1,145.2,103.71,MANKIND(LIFESTAR),E7IBS011,01-04-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
MELACARE CREAM,29,10,1,215.5,168.1,GENARAL COMPANY,G0548,01-10-2022,HARI MARUTI AGENCIES  VIJAYAWADA
MELONEX BOLUS,4,7,1,36,25.71,INTAS PHARMA (NEOVET),Y051,01-12-2021,
MELONEX BOLUS,10,7,1,36,25.71,INTAS PHARMA (NEOVET),Y051,01-12-2021,SARADA PHARMACY      MADHIRA
MELONEX PLUS INJ,41,5,1,150,107.14,INTAS PHARMA (NEOVET),Y189,01-02-2022,INTAS PHARMCEUTICALS LTD HYDERABAD
MELONEX PLUS INJ,108,5,1,70,50,INTAS PHARMA (NEOVET),Y209,01-03-2022,INTAS PHARMCEUTICALS LTD HYDERABAD
MELONEX POWER INJ,33,5,1,110,78.57,INTAS PHARMA (NEOVET),Y15866,01-09-2021,INTAS PHARMCEUTICALS LTD HYDERABAD
MELONEX VIAL,45,0,0,40,28.57,INTAS PHARMA (NEOVET),LYS2075,01-07-2021,
MENSOVIT PLUS CAP,29,10,1,158.4,120,UNI-LABS (INDIA) PVT LTD.,MT417,01-03-2022,
MERIGENTA CREAM,34,0,0,14.37,10.26,MERCURY LABORATORIES LTD,1903,01-08-2021,MERCURY LABORATORIES          SECUNDRABAD
MERIZYME DROPS,12,9,1,64.7,46.21,MERCURY LABORATORIES LTD,19200516,01-05-2021,MERCURY LABORATORIES          SECUNDRABAD
MERIZYME LIQUID,67,9,1,89,63.57,MERCURY LABORATORIES LTD,19200716,01-10-2020,MERCURY LABORATORIES          SECUNDRABAD
MET STAMLO CAPS,14,0,0,111.1,79.36,DR.REDDY`S LAB`S(RECURA),B901735,01-07-2021,
MET XL 25 TABS**,-4,0,0,90.05,64.32,GENARAL COMPANY,GT0380D,01-03-2023,PRUDHVI PHARMACEUTICALS VIJAYAWADA
MET XL 25 TABS**,4,0,0,90.05,64.32,GENARAL COMPANY,GT0390D,01-03-2023,PRUDHVI PHARMACEUTICALS VIJAYAWADA
MET XL AM 25/ 5 TAB ***,9,0,0,186,132.86,GENARAL COMPANY,KB0049E,01-04-2021,
METADOZE IPR 500 MG TABS,7,0,0,19.2,14.4,BIOCON (CITIUS),BPSB19081,01-09-2021,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
METAFORT G 853 TABS,10,0,0,109.8,78.43,ERIS  (ADURA),GMOG19002,01-04-2022,ERIS LIFE SCIENCES LTD     HYDERABAD
METAFORT G 853 TABS,10,0,0,120.78,86.27,ERIS  (ADURA),GMOG20001,01-01-2023,ERIS LIFE SCIENCES LTD     HYDERABAD
METATIME 500 XR TABS,31,0,0,20.19,14.42,MANKIND(DISCOVERY),F7AFS010,01-09-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
METATIME 500 XR TABS,2,0,0,20.19,14.42,MANKIND(DISCOVERY),F7AFS010,01-09-2021,SARADA PHARMACY      MADHIRA
METHERGIN AMP,55,0,0,15.61,12.02,NOVARTIS (PRASAAR),195007SP,01-04-2021,
METOCARD XL 25 TABS,21,0,0,42.2,30.5,TORRENT PHARMA,2C29F012,01-05-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
METOCARD XL 50 TABS,20,0,0,63.1,45.07,TORRENT PHARMA,2C30F026,01-09-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
METOLAR-50MG TAB,22,0,0,58.25,41.6,CIPLA,KG90223,01-04-2022,CIPLA LIMITED  HYDERABAD
METOLAR-50MG TAB,1,0,0,58.25,41.6,CIPLA,KG90285,01-06-2022,CIPLA LIMITED  HYDERABAD
METOLAR-XR 25MG CAP,13,0,0,66.3,47.36,CIPLA(VITALIS 1),BA91805,01-04-2021,CIPLA LIMITED  HYDERABAD
METOLAR-XR 25MG CAP,30,0,0,66.3,47.36,CIPLA(VITALIS 1),BA00439,01-01-2022,CIPLA LIMITED  HYDERABAD
METOLAR-XR 50MG CAP,17,0,0,94.79,67.71,CIPLA(VITALIS 1),BA93849,30-04-2021,CIPLA LIMITED  HYDERABAD
METOMAC 25 TABS,30,0,0,34.04,24.31,MACLEODS (PROCARE) CV,KXA903B,31-08-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
METOMAC 50 TABS,17,0,0,51.63,36.88,MACLEODS (PROCARE) CV,KXB905A,30-11-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
METRIDE 1MG TABS,12,0,0,87.15,62.25,TORRENT (CV LIFE),2FG1F050,30-04-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
METRIDE 2MG TABS,29,0,0,120.05,85.75,TORRENT (CV LIFE),2FG2F065,01-07-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
METROGYL 200MG TAB,30,0,0,7.53,5.8,J.B. CHE&PHARMA LIMITED  (DIVA),AM29064,01-09-2023,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL 200MG TAB,-1,0,0,11.42,8.79,J.B. CHE&PHARMA LIMITED  (DIVA),AM20006,01-01-2024,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL 200MG TAB,1,0,0,11.42,8.79,J.B. CHE&PHARMA LIMITED  (DIVA),AM20010,01-01-2024,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL ER TABS,6,0,0,53.88,38.49,J.B. CHE&PHARMA LIMITED  (DIVA),G6E9004,01-05-2021,
METROGYL ER TABS,20,0,0,56.57,40.41,J.B. CHE&PHARMA LIMITED  (DIVA),G6E9023,01-10-2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL I.V.,404,0,0,22.4,17.24,J.B. CHE&PHARMA LIMITED  (DIVA),IIW0008,01-12-2022,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL SYR,69,0,0,19.49,15,J.B. CHE&PHARMA LIMITED  (DIVA),PSM9041,01-07-2022,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL-DG GEL FORTE,1,0,0,56.26,40.19,J.B. CHE&PHARMA LIMITED  (DIVA),PGX9030,01-10-2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL-DG GEL FORTE,40,0,0,56.26,40.19,J.B. CHE&PHARMA LIMITED  (DIVA),PGX9035,01-10-2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL-F SYR,48,0,0,28.59,22.01,J.B. CHE&PHARMA LIMITED  (DIVA),AMG9011,01-08-2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROGYL-GEL ONT,5,0,0,63.1,45.07,J.B. CHE&PHARMA LIMITED  (DIVA),PGD8016,01-07-2020,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
METROHEX CREAM,12,0,0,40.15,28.68,DR.REDDY`S LAB`S(PRIDE),MX911,31-03-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
METROQUIN 0 TABS,2,10,2,89,63.57,PHARMA PRODUCTS (VIVIMED),V359001,01-12-2021,
METROQUIN 0 TABS,10,10,2,97.9,69.93,PHARMA PRODUCTS (VIVIMED),V359002,01-02-2022,
MFOL B6 TABS,34,5,1,86,58.31,ASTRA-IDL LIMITED,FD001,01-11-2020,
MIFEX IV,131,0,0,280,181.5,NOVARTIS (VET) INDIA LIMITED,MXI19039DC,01-01-2022,
MIFTY KIT,50,1,4,425.26,303.76,ARISTO (MAIN FORCE 3),TG190068,01-09-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MIGARID-10 TAB,18,0,0,33.07,23.62,CIPLA(IMPULSE),EC80589,01-06-2021,CIPLA LIMITED  HYDERABAD
MIGARID-5 TAB,37,0,0,18.6,13.29,CIPLA(IMPULSE),EC90645,30-06-2022,CIPLA LIMITED  HYDERABAD
MIKACIN 100MG VIAL,64,10,6,25.7,19.58,ARISTO (MAIN FORCE-2),B03L019,01-10-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MIKACIN 250MG VIAL,120,10,10,41,31.24,ARISTO (MAIN FORCE-2),B02L039,01-10-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MIKACIN 500MG VIAL,96,10,10,89,67.81,ARISTO (MAIN FORCE-2),B01J269,01-08-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
MINIPRESS XL 2.5 TAB,19,0,0,415.23,296.59,PFIZER(TEAM 5 MAGANEM),DD6779,01-10-2021,PFIZER LIMITED HYDERABAD
MINIPRESS XL 5  TAB,3,0,0,470.6,336.14,PFIZER(TEAM 5 MAGANEM),DC7963,01-10-2021,PFIZER LIMITED HYDERABAD
MISOPROST 200MG,32,9,1,73.19,52.27,CIPLA(SPECIALITY),GH90990,01-03-2021,CIPLA LIMITED  HYDERABAD
MIXTARD 30HM PENFIL,1,0,0,1450,1160,KNOLL (NOVOLET),JR70E61,01-11-2021,ABBOTT INDIA LIMITED HYDERABAD
MODLIP 10MG TABS,15,0,0,90.1,64.36,TORRENT PHARMA,2D48F002,01-03-2021,
